country,cause_of_death,lyl,cause/risk
Namibia,Ambient ozone pollution,0.03602188,Risk
Namibia,Cardiovascular diseases,4.654256071,Cause
Namibia,Child and maternal malnutrition,1.22494033,Risk
Namibia,Childhood sexual abuse and bullying,1.00E-03,Cause
Namibia,Chronic respiratory diseases,0.696284437,Cause
Namibia,Diabetes and kidney diseases,1.041070111,Cause
Namibia,Dietary risks,1.450982093,Risk
Namibia,Digestive diseases,0.647044258,Cause
Namibia,Drug use,0.087497265,Risk
Namibia,Enteric infections,0.747283938,Cause
Namibia,HIV/AIDS and sexually transmitted infections,2.916323207,Cause
Namibia,High LDL cholesterol,0.385469915,Risk
Namibia,High alcohol use,0.765116365,Cause
Namibia,High body-mass index,1.296626548,Risk
Namibia,High fasting plasma glucose,1.302720035,Risk
Namibia,High systolic blood pressure,2.348538031,Risk
Namibia,Intimate partner violence,0.217802084,Risk
Namibia,Kidney dysfunction,0.616912481,Cause
Namibia,Low bone mineral density,0.059579314,Risk
Namibia,Low physical activity,0.126803082,Risk
Namibia,Maternal and neonatal disorders,0.922388365,Cause
Namibia,Mental disorders,0,Cause
Namibia,Musculoskeletal disorders,0.016448036,Cause
Namibia,Neglected tropical diseases and malaria,0.059508205,Cause
Namibia,Neoplasms,1.339976623,Cause
Namibia,Neurological disorders,0.255021381,Cause
Namibia,Non-optimal temperature,0.209792143,Cause
Namibia,Nutritional deficiencies,0.110065639,Cause
Namibia,Occupational risks,0.129284437,Risk
Namibia,Other environmental risks,0.248415216,Risk
Namibia,Other infectious diseases,0.186136748,Cause
Namibia,Other non-communicable diseases,0.290541025,Cause
Namibia,PM2.5 relative to WHO guideline,0.98,Risk
Namibia,Respiratory infections and tuberculosis,15.93397919,Cause
Namibia,Self-harm and interpersonal violence,0.590062165,Cause
Namibia,Skin and subcutaneous diseases,0.02696718,Cause
Namibia,Substance use disorders,0.031557434,Cause
Namibia,Tobacco,0.945503733,Risk
Namibia,Transport injuries,0.630701149,Cause
Namibia,Unintentional injuries,0.412339635,Cause
Namibia,Unsafe sex,2.81111485,Risk
Namibia,"Unsafe water, sanitation, and handwashing",0.799885131,Risk
Nepal,Ambient ozone pollution,0.352780488,Risk
Nepal,Cardiovascular diseases,4.353487802,Cause
Nepal,Child and maternal malnutrition,1.337975609,Risk
Nepal,Childhood sexual abuse and bullying,0.001536585,Cause
Nepal,Chronic respiratory diseases,2.390170738,Cause
Nepal,Diabetes and kidney diseases,0.673609756,Cause
Nepal,Dietary risks,1.472487803,Risk
Nepal,Digestive diseases,0.804707314,Cause
Nepal,Drug use,0.057170731,Risk
Nepal,Enteric infections,0.414487807,Cause
Nepal,HIV/AIDS and sexually transmitted infections,0.112463414,Cause
Nepal,High LDL cholesterol,0.614317071,Risk
Nepal,High alcohol use,0.353097556,Cause
Nepal,High body-mass index,0.406829268,Risk
Nepal,High fasting plasma glucose,1.032682926,Risk
Nepal,High systolic blood pressure,1.499487799,Risk
Nepal,Intimate partner violence,0.004878049,Risk
Nepal,Kidney dysfunction,0.741536584,Cause
Nepal,Low bone mineral density,0.07995122,Risk
Nepal,Low physical activity,0.061,Risk
Nepal,Maternal and neonatal disorders,1.253341464,Cause
Nepal,Mental disorders,0,Cause
Nepal,Musculoskeletal disorders,0.028170732,Cause
Nepal,Neglected tropical diseases and malaria,0.072146341,Cause
Nepal,Neoplasms,1.085390245,Cause
Nepal,Neurological disorders,0.287902441,Cause
Nepal,Non-optimal temperature,0.356560976,Cause
Nepal,Nutritional deficiencies,0.097731708,Cause
Nepal,Occupational risks,0.700243899,Risk
Nepal,Other environmental risks,0.492146341,Risk
Nepal,Other infectious diseases,0.279121952,Cause
Nepal,Other non-communicable diseases,0.234487805,Cause
Nepal,PM2.5 relative to WHO guideline,3.27,Risk
Nepal,Respiratory infections and tuberculosis,4.670512171,Cause
Nepal,Self-harm and interpersonal violence,0.378243899,Cause
Nepal,Skin and subcutaneous diseases,0.00397561,Cause
Nepal,Substance use disorders,0.020853658,Cause
Nepal,Tobacco,1.882365844,Risk
Nepal,Transport injuries,0.19621951,Cause
Nepal,Unintentional injuries,0.59207317,Cause
Nepal,Unsafe sex,0.137000001,Risk
Nepal,"Unsafe water, sanitation, and handwashing",0.321975612,Risk
Netherlands,Ambient ozone pollution,0.037,Risk
Netherlands,Cardiovascular diseases,3.533976109,Cause
Netherlands,Child and maternal malnutrition,0.127686494,Risk
Netherlands,Childhood sexual abuse and bullying,0.003512433,Cause
Netherlands,Chronic respiratory diseases,0.837183813,Cause
Netherlands,Diabetes and kidney diseases,0.523278888,Cause
Netherlands,Dietary risks,0.975392491,Risk
Netherlands,Digestive diseases,0.429716724,Cause
Netherlands,Drug use,0.061308142,Risk
Netherlands,Enteric infections,0.033825939,Cause
Netherlands,HIV/AIDS and sexually transmitted infections,0.010099464,Cause
Netherlands,High LDL cholesterol,0.496357874,Risk
Netherlands,High alcohol use,0.433217455,Cause
Netherlands,High body-mass index,0.658364213,Risk
Netherlands,High fasting plasma glucose,0.784785958,Risk
Netherlands,High systolic blood pressure,1.396935154,Risk
Netherlands,Intimate partner violence,0.003412969,Risk
Netherlands,Kidney dysfunction,0.575428084,Cause
Netherlands,Low bone mineral density,0.20749293,Risk
Netherlands,Low physical activity,0.088791321,Risk
Netherlands,Maternal and neonatal disorders,0.149223793,Cause
Netherlands,Mental disorders,0.001462701,Cause
Netherlands,Musculoskeletal disorders,0.050039981,Cause
Netherlands,Neglected tropical diseases and malaria,0.001,Cause
Netherlands,Neoplasms,4.349652364,Cause
Netherlands,Neurological disorders,1.155311068,Cause
Netherlands,Non-optimal temperature,0.323552413,Cause
Netherlands,Nutritional deficiencies,0.013925402,Cause
Netherlands,Occupational risks,0.394340809,Risk
Netherlands,Other environmental risks,0.10412433,Risk
Netherlands,Other infectious diseases,0.042900536,Cause
Netherlands,Other non-communicable diseases,0.359039981,Cause
Netherlands,PM2.5 relative to WHO guideline,0.25,Risk
Netherlands,Respiratory infections and tuberculosis,1.343685519,Cause
Netherlands,Self-harm and interpersonal violence,0.290924427,Cause
Netherlands,Skin and subcutaneous diseases,0.064477816,Cause
Netherlands,Substance use disorders,0.080143832,Cause
Netherlands,Tobacco,1.62891175,Risk
Netherlands,Transport injuries,0.101118966,Cause
Netherlands,Unintentional injuries,0.458642126,Cause
Netherlands,Unsafe sex,0.037403218,Risk
Netherlands,"Unsafe water, sanitation, and handwashing",0.006487567,Risk
New Zealand,Ambient ozone pollution,0.011487092,Risk
New Zealand,Cardiovascular diseases,4.845774476,Cause
New Zealand,Child and maternal malnutrition,0.144542133,Risk
New Zealand,Childhood sexual abuse and bullying,0.003538724,Cause
New Zealand,Chronic respiratory diseases,0.809535314,Cause
New Zealand,Diabetes and kidney diseases,0.535158305,Cause
New Zealand,Dietary risks,1.265636628,Risk
New Zealand,Digestive diseases,0.343716025,Cause
New Zealand,Drug use,0.116416463,Risk
New Zealand,Enteric infections,0.031383829,Cause
New Zealand,HIV/AIDS and sexually transmitted infections,0.00556454,Cause
New Zealand,High LDL cholesterol,0.747629809,Risk
New Zealand,High alcohol use,0.414614221,Cause
New Zealand,High body-mass index,0.966693619,Risk
New Zealand,High fasting plasma glucose,1.04818753,Risk
New Zealand,High systolic blood pressure,1.786771067,Risk
New Zealand,Intimate partner violence,0.005358013,Risk
New Zealand,Kidney dysfunction,0.714557721,Cause
New Zealand,Low bone mineral density,0.132151486,Risk
New Zealand,Low physical activity,0.177889918,Risk
New Zealand,Maternal and neonatal disorders,0.155029225,Cause
New Zealand,Mental disorders,0,Cause
New Zealand,Musculoskeletal disorders,0.059919143,Cause
New Zealand,Neglected tropical diseases and malaria,0,Cause
New Zealand,Neoplasms,4.168596684,Cause
New Zealand,Neurological disorders,1.111284465,Cause
New Zealand,Non-optimal temperature,0.333099854,Cause
New Zealand,Nutritional deficiencies,0.005461276,Cause
New Zealand,Occupational risks,0.312362881,Risk
New Zealand,Other environmental risks,0.18530979,Risk
New Zealand,Other infectious diseases,0.029948368,Cause
New Zealand,Other non-communicable diseases,0.329996591,Cause
New Zealand,PM2.5 relative to WHO guideline,0,Risk
New Zealand,Respiratory infections and tuberculosis,0.268351194,Cause
New Zealand,Self-harm and interpersonal violence,0.373027275,Cause
New Zealand,Skin and subcutaneous diseases,0.047793473,Cause
New Zealand,Substance use disorders,0.084158305,Cause
New Zealand,Tobacco,1.219853383,Risk
New Zealand,Transport injuries,0.259326837,Cause
New Zealand,Unintentional injuries,0.352339016,Cause
New Zealand,Unsafe sex,0.030406235,Risk
New Zealand,"Unsafe water, sanitation, and handwashing",0.007974184,Risk
Nicaragua,Ambient ozone pollution,0.008982801,Risk
Nicaragua,Cardiovascular diseases,2.34949632,Cause
Nicaragua,Child and maternal malnutrition,0.497488943,Risk
Nicaragua,Childhood sexual abuse and bullying,0.008628993,Cause
Nicaragua,Chronic respiratory diseases,0.312260443,Cause
Nicaragua,Diabetes and kidney diseases,1.63185258,Cause
Nicaragua,Dietary risks,1.347476659,Risk
Nicaragua,Digestive diseases,0.643009825,Cause
Nicaragua,Drug use,0.083643734,Risk
Nicaragua,Enteric infections,0.093034398,Cause
Nicaragua,HIV/AIDS and sexually transmitted infections,0.095179361,Cause
Nicaragua,High LDL cholesterol,0.468923833,Risk
Nicaragua,High alcohol use,0.448597046,Cause
Nicaragua,High body-mass index,1.17887961,Risk
Nicaragua,High fasting plasma glucose,1.291574941,Risk
Nicaragua,High systolic blood pressure,1.597963147,Risk
Nicaragua,Intimate partner violence,0.007862408,Risk
Nicaragua,Kidney dysfunction,1.424346435,Cause
Nicaragua,Low bone mineral density,0.046560197,Risk
Nicaragua,Low physical activity,0.070415234,Risk
Nicaragua,Maternal and neonatal disorders,0.481447174,Cause
Nicaragua,Mental disorders,0,Cause
Nicaragua,Musculoskeletal disorders,0.038027027,Cause
Nicaragua,Neglected tropical diseases and malaria,0.042457002,Cause
Nicaragua,Neoplasms,1.286449635,Cause
Nicaragua,Neurological disorders,0.3262801,Cause
Nicaragua,Non-optimal temperature,0.054525799,Cause
Nicaragua,Nutritional deficiencies,0.048965602,Cause
Nicaragua,Occupational risks,0.125695331,Risk
Nicaragua,Other environmental risks,0.27031941,Risk
Nicaragua,Other infectious diseases,0.041560197,Cause
Nicaragua,Other non-communicable diseases,0.311914005,Cause
Nicaragua,PM2.5 relative to WHO guideline,1,Risk
Nicaragua,Respiratory infections and tuberculosis,6.590488926,Cause
Nicaragua,Self-harm and interpersonal violence,0.364800979,Cause
Nicaragua,Skin and subcutaneous diseases,0.019439803,Cause
Nicaragua,Substance use disorders,0.1127199,Cause
Nicaragua,Tobacco,0.464845206,Risk
Nicaragua,Transport injuries,0.287250611,Cause
Nicaragua,Unintentional injuries,0.257788696,Cause
Nicaragua,Unsafe sex,0.221668306,Risk
Nicaragua,"Unsafe water, sanitation, and handwashing",0.089034398,Risk
Niger,Ambient ozone pollution,0.029058823,Risk
Niger,Cardiovascular diseases,3.393823544,Cause
Niger,Child and maternal malnutrition,2.898392153,Risk
Niger,Childhood sexual abuse and bullying,0.002019608,Cause
Niger,Chronic respiratory diseases,0.45490196,Cause
Niger,Diabetes and kidney diseases,0.586137254,Cause
Niger,Dietary risks,0.903117651,Risk
Niger,Digestive diseases,0.967254899,Cause
Niger,Drug use,0.020666667,Risk
Niger,Enteric infections,1.716019607,Cause
Niger,HIV/AIDS and sexually transmitted infections,0.152313725,Cause
Niger,High LDL cholesterol,0.281823531,Risk
Niger,High alcohol use,0.147549018,Cause
Niger,High body-mass index,0.403313729,Risk
Niger,High fasting plasma glucose,0.690313727,Risk
Niger,High systolic blood pressure,1.792725499,Risk
Niger,Intimate partner violence,0.019117647,Risk
Niger,Kidney dysfunction,0.52872549,Cause
Niger,Low bone mineral density,0.077647059,Risk
Niger,Low physical activity,0.052627451,Risk
Niger,Maternal and neonatal disorders,1.865098045,Cause
Niger,Mental disorders,0,Cause
Niger,Musculoskeletal disorders,0.010803922,Cause
Niger,Neglected tropical diseases and malaria,2.995823525,Cause
Niger,Neoplasms,0.947764708,Cause
Niger,Neurological disorders,0.256215686,Cause
Niger,Non-optimal temperature,0.590019608,Cause
Niger,Nutritional deficiencies,0.097470588,Cause
Niger,Occupational risks,0.271823526,Risk
Niger,Other environmental risks,0.385058824,Risk
Niger,Other infectious diseases,0.663843137,Cause
Niger,Other non-communicable diseases,0.481039216,Cause
Niger,PM2.5 relative to WHO guideline,0.44,Risk
Niger,Respiratory infections and tuberculosis,5.116137237,Cause
Niger,Self-harm and interpersonal violence,0.37488235,Cause
Niger,Skin and subcutaneous diseases,0.003019608,Cause
Niger,Substance use disorders,0.021823529,Cause
Niger,Tobacco,0.288215684,Risk
Niger,Transport injuries,0.320862743,Cause
Niger,Unintentional injuries,0.685176467,Cause
Niger,Unsafe sex,0.283156865,Risk
Niger,"Unsafe water, sanitation, and handwashing",1.683686274,Risk
Nigeria,Ambient ozone pollution,0.027055937,Risk
Nigeria,Cardiovascular diseases,3.827457312,Cause
Nigeria,Child and maternal malnutrition,3.20075466,Risk
Nigeria,Childhood sexual abuse and bullying,0.003546614,Cause
Nigeria,Chronic respiratory diseases,0.305789009,Cause
Nigeria,Diabetes and kidney diseases,0.81065947,Cause
Nigeria,Dietary risks,0.924961728,Risk
Nigeria,Digestive diseases,0.716821393,Cause
Nigeria,Drug use,0.139546614,Risk
Nigeria,Enteric infections,1.27361629,Cause
Nigeria,HIV/AIDS and sexually transmitted infections,0.985576056,Cause
Nigeria,High LDL cholesterol,0.459745829,Risk
Nigeria,High alcohol use,0.440182531,Cause
Nigeria,High body-mass index,0.719191365,Risk
Nigeria,High fasting plasma glucose,0.89621786,Risk
Nigeria,High systolic blood pressure,2.121141316,Risk
Nigeria,Intimate partner violence,0.072129539,Risk
Nigeria,Kidney dysfunction,0.760839058,Cause
Nigeria,Low bone mineral density,0.082509323,Risk
Nigeria,Low physical activity,0.081117763,Risk
Nigeria,Maternal and neonatal disorders,2.244452405,Cause
Nigeria,Mental disorders,0,Cause
Nigeria,Musculoskeletal disorders,0.01130422,Cause
Nigeria,Neglected tropical diseases and malaria,2.422528949,Cause
Nigeria,Neoplasms,1.10051423,Cause
Nigeria,Neurological disorders,0.291744848,Cause
Nigeria,Non-optimal temperature,0.183466143,Cause
Nigeria,Nutritional deficiencies,0.031981354,Cause
Nigeria,Occupational risks,0.085199215,Risk
Nigeria,Other environmental risks,0.185583906,Risk
Nigeria,Other infectious diseases,0.549546614,Cause
Nigeria,Other non-communicable diseases,0.672154073,Cause
Nigeria,PM2.5 relative to WHO guideline,1.76,Risk
Nigeria,Respiratory infections and tuberculosis,4.592923449,Cause
Nigeria,Self-harm and interpersonal violence,0.368126594,Cause
Nigeria,Skin and subcutaneous diseases,0.003018646,Cause
Nigeria,Substance use disorders,0.020789009,Cause
Nigeria,Tobacco,0.214541707,Risk
Nigeria,Transport injuries,0.28418155,Cause
Nigeria,Unintentional injuries,0.500379784,Cause
Nigeria,Unsafe sex,0.856823358,Risk
Nigeria,"Unsafe water, sanitation, and handwashing",1.27522473,Risk
North Macedonia,Ambient ozone pollution,0.006518768,Risk
North Macedonia,Cardiovascular diseases,14.46759688,Cause
North Macedonia,Child and maternal malnutrition,0.210706448,Risk
North Macedonia,Childhood sexual abuse and bullying,0.001037536,Cause
North Macedonia,Chronic respiratory diseases,0.231819057,Cause
North Macedonia,Diabetes and kidney diseases,0.543628491,Cause
North Macedonia,Dietary risks,2.069385949,Risk
North Macedonia,Digestive diseases,0.2472897,Cause
North Macedonia,Drug use,0.054825794,Risk
North Macedonia,Enteric infections,0.033180943,Cause
North Macedonia,HIV/AIDS and sexually transmitted infections,0.004,Cause
North Macedonia,High LDL cholesterol,1.206717037,Risk
North Macedonia,High alcohol use,0.445772852,Cause
North Macedonia,High body-mass index,1.171298369,Risk
North Macedonia,High fasting plasma glucose,1.465315694,Risk
North Macedonia,High systolic blood pressure,4.338576539,Risk
North Macedonia,Intimate partner violence,0.002887392,Risk
North Macedonia,Kidney dysfunction,0.654690089,Cause
North Macedonia,Low bone mineral density,0.025518768,Risk
North Macedonia,Low physical activity,0.133597692,Risk
North Macedonia,Maternal and neonatal disorders,0.236112608,Cause
North Macedonia,Mental disorders,0,Cause
North Macedonia,Musculoskeletal disorders,0.005368624,Cause
North Macedonia,Neglected tropical diseases and malaria,0.001518768,Cause
