country,cause_of_death,lyl
Malawi,Unsafe sex,2.354290946
Malawi,"Unsafe water, sanitation, and handwashing",1.379278055
Malaysia,Alcohol use,0.229590512
Malaysia,Ambient ozone pollution,0.021675702
Malaysia,PM2.5 relative to WHO guideline,0.9
Malaysia,Cardiovascular diseases,5.278844141
Malaysia,Child and maternal malnutrition,0.203867376
Malaysia,Childhood sexual abuse and bullying,0.002063892
Malaysia,Chronic respiratory diseases,0.508322361
Malaysia,Diabetes and kidney diseases,0.695645693
Malaysia,Dietary risks,2.033040656
Malaysia,Digestive diseases,0.705486931
Malaysia,Drug use,0.099496611
Malaysia,Enteric infections,0.133515973
Malaysia,HIV/AIDS and sexually transmitted infections,0.146027105
Malaysia,High LDL cholesterol,1.433539205
Malaysia,High body-mass index,1.35560697
Malaysia,High fasting plasma glucose,1.828969991
Malaysia,High systolic blood pressure,3.245939012
Malaysia,Household air pollution from solid fuels,0.007484027
Malaysia,Intimate partner violence,0.005324298
Malaysia,Kidney dysfunction,0.949444337
Malaysia,Low bone mineral density,0.093670861
Malaysia,Low physical activity,0.236666021
Malaysia,Maternal and neonatal disorders,0.204840271
Malaysia,Mental disorders,0
Malaysia,Musculoskeletal disorders,0.025520813
Malaysia,Neglected tropical diseases and malaria,0.023968054
Malaysia,Neoplasms,2.356326235
Malaysia,Neurological disorders,0.365498548
Malaysia,Non-optimal temperature,0.079899322
Malaysia,Nutritional deficiencies,0.016840271
Malaysia,Occupational risks,0.190317521
Malaysia,Other environmental risks,0.07921878
Malaysia,Other infectious diseases,0.145022265
Malaysia,Other non-communicable diseases,0.390306874
Malaysia,Respiratory infections and tuberculosis,1.822327202
Malaysia,Self-harm and interpersonal violence,0.17987028
Malaysia,Skin and subcutaneous diseases,0.131945789
Malaysia,Substance use disorders,0.022543078
Malaysia,Tobacco,2.17509486
Malaysia,Transport injuries,0.65026234
Malaysia,Unintentional injuries,0.339152952
Malaysia,Unsafe sex,0.139773476
Malaysia,"Unsafe water, sanitation, and handwashing",0.084515973
Maldives,Alcohol use,0.074078125
Maldives,Ambient ozone pollution,0.083671875
Maldives,PM2.5 relative to WHO guideline,0.4
Maldives,Cardiovascular diseases,5.82286718
Maldives,Child and maternal malnutrition,0.658820312
Maldives,Childhood sexual abuse and bullying,5.12E-04
Maldives,Chronic respiratory diseases,1.103992189
Maldives,Diabetes and kidney diseases,1.196210939
Maldives,Dietary risks,2.138324215
Maldives,Digestive diseases,0.352402343
Maldives,Drug use,0.100820312
Maldives,Enteric infections,0.143816406
Maldives,HIV/AIDS and sexually transmitted infections,0.01290625
Maldives,High LDL cholesterol,1.252179685
Maldives,High body-mass index,0.828046875
Maldives,High fasting plasma glucose,2.251414061
Maldives,High systolic blood pressure,3.196656248
Maldives,Household air pollution from solid fuels,0.184324219
Maldives,Intimate partner violence,0.002929688
Maldives,Kidney dysfunction,1.324937501
Maldives,Low bone mineral density,0.066859375
Maldives,Low physical activity,0.236984375
Maldives,Maternal and neonatal disorders,0.762117187
Maldives,Mental disorders,0
Maldives,Musculoskeletal disorders,0.016207031
Maldives,Neglected tropical diseases and malaria,0.080515625
Maldives,Neoplasms,1.77373047
Maldives,Neurological disorders,0.592964844
Maldives,Non-optimal temperature,0.062863281
Maldives,Nutritional deficiencies,0.041089844
Maldives,Occupational risks,0.255023436
Maldives,Other environmental risks,0.146730468
Maldives,Other infectious diseases,0.088417969
Maldives,Other non-communicable diseases,0.563882813
Maldives,Respiratory infections and tuberculosis,0.397882813
Maldives,Self-harm and interpersonal violence,0.140785155
Maldives,Skin and subcutaneous diseases,0.07371875
Maldives,Substance use disorders,0.013722656
Maldives,Tobacco,2.031820301
Maldives,Transport injuries,0.131406249
Maldives,Unintentional injuries,0.48964453
Maldives,Unsafe sex,0.057664063
Maldives,"Unsafe water, sanitation, and handwashing",0.099582031
Mali,Alcohol use,0.305131333
Mali,Ambient ozone pollution,0.025081161
Mali,PM2.5 relative to WHO guideline,0.2
Mali,Cardiovascular diseases,3.6234668
Mali,Child and maternal malnutrition,4.62996606
Mali,Childhood sexual abuse and bullying,0.002524348
Mali,Chronic respiratory diseases,0.666774225
Mali,Diabetes and kidney diseases,0.782539105
Mali,Dietary risks,1.116743729
Mali,Digestive diseases,0.86846237
Mali,Drug use,0.027048696
Mali,Enteric infections,2.012574027
Mali,HIV/AIDS and sexually transmitted infections,0.774323168
Mali,High LDL cholesterol,0.417242007
Mali,High body-mass index,0.82013035
Mali,High fasting plasma glucose,1.151120512
Mali,High systolic blood pressure,1.852788
Mali,Household air pollution from solid fuels,2.394576488
Mali,Intimate partner violence,0.057550418
Mali,Kidney dysfunction,0.541102312
Mali,Low bone mineral density,0.072475652
Mali,Low physical activity,0.055394491
Mali,Maternal and neonatal disorders,2.668383178
Mali,Mental disorders,0
Mali,Musculoskeletal disorders,0.010410723
Mali,Neglected tropical diseases and malaria,1.693196261
Mali,Neoplasms,1.396757993
Mali,Neurological disorders,0.302426955
Mali,Non-optimal temperature,0.509053615
Mali,Nutritional deficiencies,1.254365963
Mali,Occupational risks,0.227769306
Mali,Other environmental risks,0.178
Mali,Other infectious diseases,1.135938022
Mali,Other non-communicable diseases,0.789228726
Mali,Respiratory infections and tuberculosis,2.109756518
Mali,Self-harm and interpersonal violence,0.553501229
Mali,Skin and subcutaneous diseases,0.026983768
Mali,Substance use disorders,0.017178554
Mali,Tobacco,0.675319231
Mali,Transport injuries,0.331326119
Mali,Unintentional injuries,0.629753074
Mali,Unsafe sex,0.705445156
Mali,"Unsafe water, sanitation, and handwashing",1.756118051
Malta,Alcohol use,0.387809389
Malta,Ambient ozone pollution,0.039680697
Malta,PM2.5 relative to WHO guideline,0.1
Malta,Cardiovascular diseases,5.688267535
Malta,Child and maternal malnutrition,0.201421384
Malta,Childhood sexual abuse and bullying,0.001032414
Malta,Chronic respiratory diseases,0.424415581
Malta,Diabetes and kidney diseases,0.62783551
Malta,Dietary risks,2.012672475
Malta,Digestive diseases,0.36938897
Malta,Drug use,0.102847606
Malta,Enteric infections,0.008418965
Malta,HIV/AIDS and sexually transmitted infections,0.009613449
Malta,High LDL cholesterol,1.396271409
Malta,High body-mass index,1.066309626
Malta,High fasting plasma glucose,2.063282051
Malta,High systolic blood pressure,2.645912434
Malta,Household air pollution from solid fuels,0.001
Malta,Intimate partner violence,0.005805515
Malta,Kidney dysfunction,0.707703434
Malta,Low bone mineral density,0.082256894
Malta,Low physical activity,0.484728591
Malta,Maternal and neonatal disorders,0.21377552
Malta,Mental disorders,5.16E-04
Malta,Musculoskeletal disorders,0.026127237
Malta,Neglected tropical diseases and malaria,0.006064828
Malta,Neoplasms,3.350322212
Malta,Neurological disorders,0.848841313
Malta,Non-optimal temperature,0.33138897
Malta,Nutritional deficiencies,0.003483793
Malta,Occupational risks,0.282455253
Malta,Other environmental risks,0.284445576
Malta,Other infectious diseases,0.028097242
Malta,Other non-communicable diseases,0.342
Malta,Respiratory infections and tuberculosis,0.533478955
Malta,Self-harm and interpersonal violence,0.176111758
Malta,Skin and subcutaneous diseases,0.106768263
Malta,Substance use disorders,0.073653121
Malta,Tobacco,1.809415106
Malta,Transport injuries,0.154368652
Malta,Unintentional injuries,0.292623126
Malta,Unsafe sex,0.034705854
Malta,"Unsafe water, sanitation, and handwashing",0.005483793
Mauritania,Alcohol use,0.128941466
Mauritania,Ambient ozone pollution,0.012032464
Mauritania,PM2.5 relative to WHO guideline,0
Mauritania,Cardiovascular diseases,3.744473194
Mauritania,Child and maternal malnutrition,2.05740236
Mauritania,Childhood sexual abuse and bullying,0.002524348
Mauritania,Chronic respiratory diseases,0.384308411
Mauritania,Diabetes and kidney diseases,0.92359764
Mauritania,Dietary risks,1.429495328
Mauritania,Digestive diseases,0.787597146
Mauritania,Drug use,0.006556813
Mauritania,Enteric infections,1.121332513
Mauritania,HIV/AIDS and sexually transmitted infections,0.114259715
Mauritania,High LDL cholesterol,0.567074767
Mauritania,High body-mass index,1.394102805
Mauritania,High fasting plasma glucose,1.081120512
Mauritania,High systolic blood pressure,2.258534679
Mauritania,Household air pollution from solid fuels,0.869982293
Mauritania,Intimate partner violence,0.008362027
Mauritania,Kidney dysfunction,0.664409248
Mauritania,Low bone mineral density,0.090129857
Mauritania,Low physical activity,0.239724053
Mauritania,Maternal and neonatal disorders,1.565435318
Mauritania,Mental disorders,0
Mauritania,Musculoskeletal disorders,0.013378259
Mauritania,Neglected tropical diseases and malaria,1.517217412
Mauritania,Neoplasms,1.632675357
Mauritania,Neurological disorders,0.368378259
Mauritania,Non-optimal temperature,0.498134776
Mauritania,Nutritional deficiencies,0.19131333
Mauritania,Occupational risks,0.095844073
Mauritania,Other environmental risks,0.094081161
Mauritania,Other infectious diseases,0.317788982
Mauritania,Other non-communicable diseases,0.357930152
Mauritania,Respiratory infections and tuberculosis,1.717477127
Mauritania,Self-harm and interpersonal violence,0.266142646
Mauritania,Skin and subcutaneous diseases,0.031491884
Mauritania,Substance use disorders,0.01768667
Mauritania,Tobacco,0.7060969
Mauritania,Transport injuries,0.611926709
Mauritania,Unintentional injuries,0.350233645
Mauritania,Unsafe sex,0.171089523
Mauritania,"Unsafe water, sanitation, and handwashing",1.252727004
Mexico,Alcohol use,0.981733214
Mexico,Ambient ozone pollution,0.041471309
Mexico,PM2.5 relative to WHO guideline,0.5
Mexico,Cardiovascular diseases,4.159241288
Mexico,Child and maternal malnutrition,0.594293772
Mexico,Childhood sexual abuse and bullying,0.006095635
Mexico,Chronic respiratory diseases,0.750407062
Mexico,Diabetes and kidney diseases,3.06657626
Mexico,Dietary risks,1.688255518
Mexico,Digestive diseases,1.399305057
Mexico,Drug use,0.077956352
Mexico,Enteric infections,0.112260912
Mexico,HIV/AIDS and sexually transmitted infections,0.110994606
Mexico,High LDL cholesterol,1.034306033
Mexico,High body-mass index,2.556517406
Mexico,High fasting plasma glucose,3.464861693
Mexico,High systolic blood pressure,2.795614514
Mexico,Household air pollution from solid fuels,0.19101226
Mexico,Intimate partner violence,0.016184404
Mexico,Kidney dysfunction,2.026807257
Mexico,Low bone mineral density,0.092605199
Mexico,Low physical activity,0.226062775
Mexico,Maternal and neonatal disorders,0.4727077
Mexico,Mental disorders,0
Mexico,Musculoskeletal disorders,0.066215791
Mexico,Neglected tropical diseases and malaria,0.006509564
Mexico,Neoplasms,2.152697889
Mexico,Neurological disorders,0.663615987
Mexico,Non-optimal temperature,0.436254045
Mexico,Nutritional deficiencies,0.153732221
Mexico,Occupational risks,0.213110841
Mexico,Other environmental risks,0.233401668
Mexico,Other infectious diseases,0.055586072
Mexico,Other non-communicable diseases,0.600974006
Mexico,Respiratory infections and tuberculosis,0.535554684
Mexico,Self-harm and interpersonal violence,0.873131937
Mexico,Skin and subcutaneous diseases,0.050280039
Mexico,Substance use disorders,0.099530163
Mexico,Tobacco,1.093619428
Mexico,Transport injuries,0.485953903
Mexico,Unintentional injuries,0.452703779
Mexico,Unsafe sex,0.222055909
Mexico,"Unsafe water, sanitation, and handwashing",0.091375674
Micronesia,Alcohol use,0.362439621
Micronesia,Ambient ozone pollution,0
Micronesia,PM2.5 relative to WHO guideline,0
Micronesia,Cardiovascular diseases,6.295028997
Micronesia,Child and maternal malnutrition,0.396966184
Micronesia,Childhood sexual abuse and bullying,0.002584541
Micronesia,Chronic respiratory diseases,0.821652174
Micronesia,Diabetes and kidney diseases,2.441067625
Micronesia,Dietary risks,2.602637691
Micronesia,Digestive diseases,0.501845414
Micronesia,Drug use,0.127038648
Micronesia,Enteric infections,0.157299516
Micronesia,HIV/AIDS and sexually transmitted infections,0.944086958
Micronesia,High LDL cholesterol,1.383613536
Micronesia,High body-mass index,3.468975842
Micronesia,High fasting plasma glucose,4.080579707
Micronesia,High systolic blood pressure,2.737371989
Micronesia,Household air pollution from solid fuels,0.705009661
Micronesia,Intimate partner violence,0.075362317
Micronesia,Kidney dysfunction,1.321338164
Micronesia,Low bone mineral density,0.045
Micronesia,Low physical activity,0.32012077
Micronesia,Maternal and neonatal disorders,0.35316425
Micronesia,Mental disorders,0
Micronesia,Musculoskeletal disorders,0.018178744
Micronesia,Neglected tropical diseases and malaria,0.004483092
Micronesia,Neoplasms,1.724874391
Micronesia,Neurological disorders,0.20352657
Micronesia,Non-optimal temperature,0.105294687
Micronesia,Nutritional deficiencies,0.040594203
Micronesia,Occupational risks,0.185797104
Micronesia,Other environmental risks,0.083690822
Micronesia,Other infectious diseases,0.149033816
Micronesia,Other non-communicable diseases,0.254628019
Micronesia,Respiratory infections and tuberculosis,0.825599035
Micronesia,Self-harm and interpersonal violence,0.614154596
Micronesia,Skin and subcutaneous diseases,0.033236715
Micronesia,Substance use disorders,0.04504831
Micronesia,Tobacco,3.030236733
Micronesia,Transport injuries,0.451623192
Micronesia,Unintentional injuries,0.52359904
Micronesia,Unsafe sex,0.838473428
Micronesia,"Unsafe water, sanitation, and handwashing",0.135019323
Mongolia,Alcohol use,1.803640615
Mongolia,Ambient ozone pollution,0.010488281
Mongolia,PM2.5 relative to WHO guideline,3
Mongolia,Cardiovascular diseases,8.674460943
Mongolia,Child and maternal malnutrition,0.535984375
Mongolia,Childhood sexual abuse and bullying,0.011675781
Mongolia,Chronic respiratory diseases,0.239859375
Mongolia,Diabetes and kidney diseases,0.289976563
Mongolia,Dietary risks,3.69136328
Mongolia,Digestive diseases,1.240265626
Mongolia,Drug use,0.210734374
Mongolia,Enteric infections,0.042160156
Mongolia,HIV/AIDS and sexually transmitted infections,0.07709375
Mongolia,High LDL cholesterol,1.392324217
Mongolia,High body-mass index,2.025953125
Mongolia,High fasting plasma glucose,0.5951875
Mongolia,High systolic blood pressure,4.098804688
Mongolia,Household air pollution from solid fuels,0.562152344
Mongolia,Intimate partner violence,0.009765625
Mongolia,Kidney dysfunction,0.722789063
Mongolia,Low bone mineral density,0.041746094
Mongolia,Low physical activity,0.086742188
Mongolia,Maternal and neonatal disorders,0.503984375
Mongolia,Mental disorders,0
Mongolia,Musculoskeletal disorders,0.014253906
Mongolia,Neglected tropical diseases and malaria,4.88E-04
Mongolia,Neoplasms,3.697500001
Mongolia,Neurological disorders,0.213941407
Mongolia,Non-optimal temperature,0.436554689
Mongolia,Nutritional deficiencies,0.0081875
Mongolia,Occupational risks,0.103941406
Mongolia,Other environmental risks,0.183890625
Mongolia,Other infectious diseases,0.092164062
